,SiteName,Inspections_Inspection_OverallCondition,Inspections_Inspection_OverallCleanliness,Inspections_Inspection_Cleanliness_Glass,Inspections_Inspection_Cleanliness_Graffiti,Inspections_Inspection_Cleanliness_Litter,Inspections_Inspection_Cleanliness_Weeds,Inspections_Inspection_Landscape_Lawns,Inspections_Inspection_Landscape_Trees,Inspections_Inspection_Landscape,Inspections_Inspection_Structural_Benches,Inspections_Inspection_Structural_Fences,Inspections_Inspection_Structural_PavedSurfaces,Inspections_Inspection_Structural_PlayEquipment,Inspections_Inspection_Structural_SafetySurface,Inspections_Inspection_Structural_Sidewalks,Inspections_Inspection_Structural,average_score,ZIPCODE,the_geom,ACRES,WATERFRONT,TYPECATEGO
58,Asser Levy Park,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6875,11224,"MULTIPOLYGON (((-73.9715454448973 40.57444185255602, -73.97127100954243 40.5744386945536, -73.97102224165347 40.57444428376413, -73.97076637185893 40.5744565354107, -73.97053086339739 40.57448234280476, -73.97062784198208 40.57446592856651, -73.97073331957372 40.57444807557272, -73.97350544099481 40.573978841161804, -73.97375365792554 40.57393682203265, -73.97704942322243 40.57357953772496, -73.97722978639437 40.57355998270543, -73.9770793195543 40.57519740524823, -73.97682672085736 40.57516794884867, -73.97623311130363 40.575090451815164, -73.97577881972717 40.57503030816202, -73.97522523033481 40.574947838952426, -73.97497458681526 40.57491196716705, -73.97448629783464 40.57483930810877, -73.97366783945014 40.57470953975451, -73.97332417727827 40.574650895760314, -73.97304839034865 40.57460277850381, -73.9728171068807 40.57456714608949, -73.9725874610146 40.57453317957039, -73.97237010296807 40.57450650169166, -73.97210823424128 40.57447794401507, -73.97180458509344 40.574453753844665, -73.9715454448973 40.57444185255602)), ((-73.97114589682224 40.57464814770388, -73.97140558789202 40.57464672316896, -73.97161339395201 40.574651538479905, -73.97186980393684 40.57466760387205, -73.972133313816 40.574687416596, -73.97238726334753 40.57471659817602, -73.97265104199795 40.57475577465477, -73.97290116743036 40.574794948208364, -73.97318023696731 40.574846202209805, -73.97323484930995 40.574856619606, -73.97325068639327 40.57486578252881, -73.97326143584354 40.57488351635757, -73.97316823656351 40.575229051966154, -73.9729381966926 40.57595745829847, -73.972493120829 40.575918315763, -73.9721726711862 40.5758906357161, -73.97196266273511 40.575867605974466, -73.97184336891112 40.57585452279719, -73.97168439597456 40.57583708829494, -73.97155365320899 40.57582186775154, -73.97132483829314 40.575791481204924, -73.97104469489635 40.575748748595466, -73.97082835179147 40.575710688132645, -73.97064830116894 40.57567339568253, -73.9705073206705 40.57564230139049, -73.97031203554857 40.575599226736465, -73.97021954088204 40.57557556673269, -73.97006822853245 40.5755356323767, -73.96984480319323 40.57547352871615, -73.96963513946295 40.57541127697072, -73.96946248243498 40.575355495947896, -73.96940526886115 40.57533657691662, -73.96936869739295 40.575324483934516, -73.96922919302288 40.57527605607269, -73.96915140170316 40.57524693566366, -73.96916827967247 40.57517742331071, -73.96917454618878 40.57515161596207, -73.96929846855345 40.57506537440301, -73.96944130399586 40.57499022770083, -73.96956993385218 40.57493881578372, -73.96973706761632 40.574879705382635, -73.96991293922206 40.574826009178906, -73.97004047223352 40.57479083830628, -73.97025839429197 40.57474172809685, -73.97045446796332 40.5747051084349, -73.97071198166665 40.57467370194569, -73.9709479194335 40.57465332715331, -73.97114589682224 40.57464814770388)), ((-73.96794874995152 40.574955153488816, -73.96851034580186 40.57485747492214, -73.96846436420623 40.57504372408545, -73.96836927401093 40.57502739034582, -73.96794874995152 40.574955153488816)), ((-73.96928588728296 40.57469305190497, -73.97018512862721 40.57454085882867, -73.97000502264557 40.5745846954027, -73.96959183919276 40.574697283813755, -73.96940258762757 40.57474951981556, -73.96930809847407 40.5747749092117, -73.9692635063047 40.57478523080781, -73.9692637879165 40.5747840701071, -73.96928588728296 40.57469305190497)), ((-73.97676912170394 40.57578352127638, -73.97679683676066 40.57548392962328, -73.97691517899372 40.57549701917282, -73.97688112353208 40.575755816725255, -73.97676912170394 40.57578352127638)))",21.039,Yes,Community Park
63,Lowry Triangle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,11238,"MULTIPOLYGON (((-73.96449054790244 40.68085420022194, -73.96441628633495 40.68039632606941, -73.96463461007072 40.680437935908564, -73.96449054790244 40.68085420022194)))",0.11,No,Triangle/Plaza
64,Sobel Playground,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,11211,"MULTIPOLYGON (((-73.96140283431592 40.707188996000454, -73.96173716393449 40.707487097618845, -73.96135039390902 40.70744701001815, -73.96140283431592 40.707188996000454)))",0.135,No,Playground
65,Weeksville Playground,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8125,11233,"MULTIPOLYGON (((-73.9193215298684 40.67709959137613, -73.91932692834813 40.67704863771665, -73.91965673199101 40.67706670859108, -73.91963927983014 40.67726383985531, -73.91962165884864 40.67744589727376, -73.91929174979431 40.677431287806655, -73.91930828208577 40.67724843091747, -73.9193215298684 40.67709959137613)))",0.295,No,Playground
66,Sgt. Joyce Kilmer Triangle,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.625,11229,"MULTIPOLYGON (((-73.96082329434068 40.60784928743215, -73.96084064298503 40.60784418018218, -73.96084070161876 40.60785702614364, -73.9608270563374 40.6078576248434, -73.96082183832783 40.60785785539946, -73.96078935811448 40.607859279755, -73.96080739692884 40.60785396832709, -73.96082329434068 40.60784928743215)))",0.001,No,Triangle/Plaza
67,Ennis Playground,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875,11215,"MULTIPOLYGON (((-73.99424820391394 40.67057586455565, -73.99384929371033 40.6710531287589, -73.99336747291024 40.670820238631805, -73.99356666006273 40.67058197988316, -73.99373836067385 40.67066472780763, -73.9939377518486 40.67042621357739, -73.99424820391394 40.67057586455565)))",0.554,No,Playground
68,Sledge Playground,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875,11236,"MULTIPOLYGON (((-73.89784646903031 40.63841294286446, -73.89750476386874 40.638105825563166, -73.89778243836045 40.63792885232718, -73.8981169912377 40.63822953456532, -73.89784646903031 40.63841294286446)))",0.328,No,Playground
69,Martin Luther Playground,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,11220,"MULTIPOLYGON (((-74.01923281094766 40.645829030538515, -74.01967731172948 40.64539087405329, -74.02026285443186 40.64574475699214, -74.01981005763432 40.646177635615146, -74.01923281094766 40.645829030538515)))",0.913,No,Playground
70,Lt. Joseph Petrosino Park,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8125,11228,"MULTIPOLYGON (((-73.99802401748894 40.61915544765098, -73.9984882723936 40.61871036340501, -73.99888196522177 40.61894761185141, -73.99871258524777 40.619569074600825, -73.99802401748894 40.61915544765098)))",0.871,No,Playground
71,Seth Low Playground/ Bealin Square,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5625,11204,"MULTIPOLYGON (((-73.986906922506 40.60741900577, -73.98691744214159 40.60741867557588, -73.98693956933013 40.60741961913749, -73.98695771191778 40.60742223811344, -73.98697480974197 40.6074261465151, -73.98699711882021 40.60743354862727, -73.98702109425918 40.60744531485104, -73.98703608429506 40.60745461532899, -73.98705975524044 40.60747682575999, -73.98707342131728 40.60749535372895, -73.98708233844356 40.60751490235414, -73.98718139604249 40.6080377941, -73.9871835542327 40.60805306808686, -73.98718376652201 40.60806128807137, -73.9871829430882 40.60807290650873, -73.98718067330587 40.60808496694085, -73.98717730366947 40.608095959231655, -73.9871726224722 40.608106935166575, -73.98716721836144 40.60811676645769, -73.98716142573515 40.60812540811616, -73.9871561167341 40.608132194754, -73.98672963286873 40.608542833654376, -73.98583995762858 40.60939943320064, -73.98550192509775 40.60757492634381, -73.986906922506 40.60741900577)), ((-73.98761458363025 40.60734941354888, -73.98801437608338 40.607299267162944, -73.98751312683201 40.60778371063389, -73.98747246961408 40.607488551250206, -73.98747156600805 40.607480653577134, -73.98747242208681 40.60746477207126, -73.98747741220649 40.60744416327735, -73.98748874549241 40.60742105172373, -73.98750398318462 40.6074016435384, -73.98751628790544 40.60739011909929, -73.98753574513887 40.60737622796339, -73.98756056765541 40.607363628753, -73.98758451498391 40.60735540327622, -73.98761458363025 40.60734941354888)))",4.945,No,Neighborhood Park
72,Crispus Attucks Playground,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5625,11238,"MULTIPOLYGON (((-73.95869140419849 40.68165345020893, -73.95861689936314 40.681278614985736, -73.95876524256728 40.681255670907596, -73.95927947380734 40.68136307287321, -73.959236634847 40.68147651259881, -73.95953964059476 40.681539796923495, -73.95983542154791 40.6816015722681, -73.95973340090818 40.6818717242042, -73.95869140419849 40.68165345020893)))",0.934,No,Playground
73,Cypress Hills Playground,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8125,11208,"MULTIPOLYGON (((-73.8707420946387 40.669894265624016, -73.87229209815051 40.66967110711418, -73.8726203039368 40.67099312009606, -73.8710702719845 40.67121628209321, -73.8707420946387 40.669894265624016)))",4.947,No,Neighborhood Park
74,Taaffe Playground,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8125,11205,"MULTIPOLYGON (((-73.96055325306662 40.69416123181892, -73.96068029855059 40.69414649067442, -73.96071996487132 40.694333101285686, -73.96074815380659 40.6944657294261, -73.96075603993478 40.69450282964114, -73.96076271436445 40.694534225594296, -73.96077041644966 40.69457046305404, -73.96077718527873 40.694602307493625, -73.96078493457584 40.694638763792774, -73.96079144266955 40.6946693825445, -73.96080572722776 40.69473658187301, -73.96082056044531 40.69480637216123, -73.96083496069015 40.69487411363305, -73.96084935978108 40.69494185510206, -73.96086375771873 40.695009595667734, -73.96087742770962 40.695073902328495, -73.96089156613293 40.69514041990509, -73.96090700245244 40.695213037993405, -73.96092180756858 40.695282688675256, -73.96093724395345 40.695355307658744, -73.96096518598353 40.69548675867463, -73.96097927502505 40.69555304568886, -73.96099390803067 40.69562188133605, -73.96104432970566 40.6958590871461, -73.96105243444595 40.69589721309209, -73.96108027427402 40.696028188565585, -73.96111180025909 40.69617649564102, -73.96068887011786 40.69622549383305, -73.96031813884214 40.69448133553281, -73.96061399683936 40.69444700695652, -73.96059752630191 40.69436951669323, -73.96055325306662 40.69416123181892)))",1.821,No,Neighborhood Park
75,Scarangella Park,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8125,11223,"MULTIPOLYGON (((-73.98379553233681 40.593756607215724, -73.98452221318361 40.593676627497565, -73.984883178013 40.595574653329564, -73.98415400569583 40.59565389924791, -73.98379553233681 40.593756607215724)))",3.214,No,Neighborhood Park
76,Lion's Pride Playground,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6875,11207,"MULTIPOLYGON (((-73.89931143742706 40.6624813501397, -73.90002052965453 40.662375817507446, -73.90018017025449 40.663019958028265, -73.89985974626804 40.66306764736012, -73.89980707370331 40.66285510745394, -73.89942151561907 40.662912489611365, -73.89931143742706 40.6624813501397)))",0.865,No,Playground
77,Bill Brown Playground,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,11235,"MULTIPOLYGON (((-73.94511518047662 40.5912520199368, -73.94584618359916 40.59117102790931, -73.94620575992238 40.59308134233995, -73.94547789556314 40.593161871668116, -73.94511518047662 40.5912520199368)))",3.214,No,Neighborhood Park
78,Marion Hopkinson Playground,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,11233,"MULTIPOLYGON (((-73.91374895281301 40.68184391773137, -73.91372961447074 40.68183780404887, -73.91367643786779 40.681843855248076, -73.9136010017982 40.681852439067676, -73.91352887357233 40.681860647107634, -73.9134616195786 40.681868300449246, -73.91339219581909 40.68187619975991, -73.91331615985617 40.68188485408194, -73.9132460285867 40.68189283291724, -73.91317486211017 40.681900931597625, -73.91310008724732 40.681909440845125, -73.91302955486235 40.68191746697281, -73.91295829842022 40.681925575356956, -73.91290015750513 40.681932190666764, -73.91288444511784 40.68193397800022, -73.91284025143443 40.68193900632541, -73.91281722528488 40.68194162738899, -73.9127803441662 40.68194582375298, -73.91274382151335 40.68194997985381, -73.91269119722648 40.68195596798051, -73.91267943037835 40.68195730622137, -73.91260155100316 40.6819661684922, -73.91252778160707 40.681974562865655, -73.91251693045119 40.6819757973263, -73.91245804411142 40.6819824973949, -73.91243848079274 40.68198472298972, -73.91239044441406 40.68199018947008, -73.91233863520154 40.68199608530316, -73.91228290322341 40.68171621152482, -73.91238272489396 40.68170473757759, -73.91246115542124 40.68169572278662, -73.91254575800885 40.681685997624754, -73.91263538388593 40.6816756971839, -73.91272451048225 40.68166545212647, -73.9127844022139 40.68165856807804, -73.912844296299 40.68165168400025, -73.91290242286739 40.68164500206968, -73.91360690430014 40.68156402308424, -73.91364255482162 40.681559925488884, -73.9137138558526 40.68155172936454, -73.91378515686607 40.68154353319602, -73.91385645667911 40.6815353369824, -73.91392834800722 40.681527072727974, -73.91400042742458 40.681518786956886, -73.91407035956175 40.6815107480791, -73.91411359845245 40.68172784850423, -73.91418067863395 40.6820646585828, -73.9141807373999 40.682064953094894, -73.91387765420588 40.68209944328522, -73.91383187362794 40.681869658930886, -73.91374895281301 40.68184391773137)))",1.32,No,Neighborhood Park
79,J.J. Byrne Playground,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,11215,"MULTIPOLYGON (((-73.98558138430056 40.67381484602875, -73.98344665271549 40.67278456394308, -73.98384952950475 40.67230209005531, -73.9848505438925 40.67278405406669, -73.98486812213044 40.672792516719724, -73.98487787597516 40.67279845509852, -73.98488868551038 40.67280656925973, -73.98489886790459 40.672815983681446, -73.98490853051587 40.67282789606303, -73.9849190040987 40.67284152493197, -73.98492815356053 40.67285277176396, -73.98493711541238 40.67286206265173, -73.98494762085394 40.672870833243046, -73.98495411183127 40.67287552307441, -73.98496474431063 40.672882161260894, -73.9849774111253 40.672888677242014, -73.98499085285256 40.672894224368534, -73.98500380996173 40.672898430563315, -73.98501629659 40.67290153986794, -73.98502673852978 40.67290348634003, -73.9850372350019 40.67290487179738, -73.98504888120435 40.672905764821415, -73.98506148084311 40.67290598528328, -73.98507284467607 40.672905520291366, -73.98508162666911 40.67290472807662, -73.98598096271728 40.67333771968798, -73.98558138430056 40.67381484602875)))",3.03,No,Neighborhood Park
84,Cadman Plaza Park,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.625,11201,"MULTIPOLYGON (((-73.98985510323615 40.7003933131295, -73.9899082786859 40.69950097515218, -73.98995377139421 40.6994490249839, -73.99013414680753 40.69645712259904, -73.99108277844691 40.69649164281017, -73.99110442861674 40.69657426290442, -73.99111272766432 40.696606830579476, -73.99112039051634 40.69663688397392, -73.99113275514337 40.69668548378446, -73.99114609502247 40.69674065020525, -73.99116128482012 40.69680900837325, -73.99117512290594 40.696881692496774, -73.99118734772117 40.6969592941929, -73.99120003783597 40.69706160868514, -73.99120359831011 40.697094964838136, -73.9912088302484 40.69714894195245, -73.99121296572908 40.69720041645841, -73.9912164113775 40.69724330272446, -73.99121916717856 40.69728667791575, -73.99122165316517 40.69733047452599, -73.99122414387641 40.697374356684946, -73.99122663459096 40.697418238843596, -73.99122913829501 40.697462338926954, -73.99123266143086 40.697509984404874, -73.9912379313616 40.69758139813888, -73.99124111105547 40.69765860290796, -73.99124335306772 40.69774047586088, -73.99124621801231 40.697845002148725, -73.99124815230908 40.697999751737605, -73.99124923422227 40.69808619649962, -73.99124893117376 40.698213564036266, -73.9912433287382 40.698421165911135, -73.9912368226422 40.69853621486301, -73.99122650801115 40.69864086530764, -73.99121619452916 40.69874552925775, -73.99119751506583 40.698882760490974, -73.99118803035991 40.698937976472756, -73.99116984312809 40.699029544563174, -73.9911529801136 40.699092365700736, -73.99113812402136 40.69914445198406, -73.99112140733213 40.699200888495945, -73.9910725102606 40.6993337255681, -73.99104330975295 40.69940561118545, -73.99099902821341 40.69951111263534, -73.99091914871585 40.69969304583281, -73.99089022498366 40.699754615163016, -73.990817873297 40.699741875271854, -73.99074437564396 40.699733780084514, -73.99067024551564 40.69973038637282, -73.99059600350623 40.69973171939232, -73.99052216666526 40.699737767478794, -73.99044867749558 40.69975332855679, -73.99037812763495 40.69977540413823, -73.99031150864381 40.69980368183425, -73.99024975885494 40.69983776640629, -73.9901937468103 40.69987717526167, -73.99014426060977 40.699921355561614, -73.99010199726244 40.69996968512068, -73.99006549678712 40.70002148663561, -73.99003547520535 40.7000756435388, -73.99001219290787 40.700131689392606, -73.98999585113009 40.70018913794207, -73.98998658958337 40.70024749392067, -73.98998487384232 40.70031097266749, -73.9899899486331 40.700374346644594, -73.99000178327417 40.700437196209876, -73.99002029620407 40.700499105317576, -73.98985510323615 40.7003933131295)), ((-73.99021464962888 40.69998095655758, -73.9902558943909 40.699955285556385, -73.9903022225773 40.69993525937862, -73.99035231719414 40.699921447031414, -73.99040475005555 40.69991424281513, -73.99045802792924 40.69991385191959, -73.99051063276461 40.69992028592509, -73.99056106783603 40.699933360104836, -73.99060789560191 40.6999527042339, -73.99064978266512 40.69997776529388, -73.99068553526456 40.70000782998792, -73.99071413476885 40.70004204275309, -73.99073476843674 40.70007942917508, -73.99073521925988 40.7000793067417, -73.99070872871552 40.700134946347106, -73.99065571926072 40.70024505667146, -73.990613909711 40.700332154397806, -73.99048719032542 40.70059599222016, -73.99047367720857 40.70061717294628, -73.9904640278084 40.70062668785774, -73.9904505031002 40.70063783147314, -73.99043528528772 40.700648277949945, -73.9904186821881 40.700656789109104, -73.99040326401457 40.700661698316615, -73.99038389156674 40.70066606598406, -73.99036867033918 40.700667274098976, -73.9903512224986 40.70066693494566, -73.99028842876446 40.70066549424832, -73.99021210318026 40.70060264915383, -73.99017331765008 40.70055798495513, -73.99014086994931 40.70051048467331, -73.99011511259273 40.7004606661383, -73.99009632709469 40.70040907328806, -73.99008472042046 40.70035627076491, -73.99007780346057 40.7002995280038, -73.9900796151683 40.700242559065515, -73.99009013174187 40.70018613748742, -73.99010920869266 40.700131031391514, -73.99013658676478 40.70007799177849, -73.99017189430447 40.70002773902034, -73.99021464962888 40.69998095655758)), ((-73.99039710398216 40.699849472844306, -73.99043868719522 40.69983063309034, -73.99048309175002 40.69981598814, -73.9905295887596 40.69980577836688, -73.99057741858569 40.69980017120152, -73.99064662896164 40.69979530417567, -73.9907160726171 40.69979752145582, -73.99078450365613 40.69980678331927, -73.99085069513036 40.699822922174995, -73.99083318738106 40.69987263895594, -73.99080982643372 40.69992094236323, -73.9907808063797 40.69996743438244, -73.99077816640236 40.69996903888354, -73.99077522948383 40.699970309270746, -73.99077206898765 40.69997121583309, -73.99076875945968 40.69997173606368, -73.99076538491023 40.699971855561095, -73.99076202816464 40.699971573431434, -73.99075876849776 40.69997089508413, -73.99075568991549 40.69996983853622, -73.99075286459066 40.69996842810733, -73.99074587151165 40.69996185650852, -73.99071261670372 40.69993160562861, -73.9906740428273 40.69990526523217, -73.99063093664446 40.69988337028211, -73.99057558607272 40.69986511958689, -73.99051731918571 40.699853238847474, -73.990457393688 40.6998479857101, -73.99039710398216 40.699849472844306)))",10.384,No,Neighborhood Park
85,Korean War Veterans Plaza,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,11201,"MULTIPOLYGON (((-73.99033676948099 40.69513965387348, -73.99065418682825 40.69512288372519, -73.99090704824266 40.69595239045383, -73.99090762959725 40.69595790974124, -73.9909078276109 40.69596344430702, -73.99090763873603 40.695968978842274, -73.99090706652413 40.69597449803848, -73.99090611216037 40.695979986587076, -73.99090477682978 40.69598542917943, -73.9909030652672 40.69599080960668, -73.99090098220687 40.695996114361456, -73.99089853238345 40.69600132813541, -73.99089572526422 40.69600643472006, -73.99089256676648 40.69601142150866, -73.99088906517416 40.69601627499414, -73.9908852311376 40.696020979868614, -73.99088107648984 40.69602552352583, -73.99087661069764 40.69602989516033, -73.99087184796069 40.69603407946449, -73.99086680129517 40.696038065633154, -73.99086148371681 40.69604184466218, -73.99085591179167 40.69604540304522, -73.99085010090161 40.696048732678804, -73.99084406524607 40.69605182275785, -73.9908378237563 40.69605466607973, -73.99083139299752 40.69605725454118, -73.99082479190135 40.69605958003905, -73.99081803821576 40.69606163627105, -73.99081115087206 40.69606341783572, -73.99080414998437 40.69606492023197, -73.9907970533009 40.69606613715766, -73.99078988330156 40.696067067714075, -73.99078265773427 40.696067708300575, -73.99077539671288 40.69606805621717, -73.99076812390034 40.696068112366326, -73.9902995371622 40.69605305327589, -73.99029228451434 40.69605276630139, -73.99028508517169 40.69605204348282, -73.99027798172695 40.696050889326436, -73.99027102150535 40.69604930923928, -73.99026424946476 40.696047315832345, -73.99025770464772 40.69604491901463, -73.99025142964501 40.69604213589953, -73.99024546349808 40.696038983600126, -73.99023984524804 40.69603548103051, -73.9902346103862 40.696031649806045, -73.99022978848733 40.69602751604422, -73.9902254138591 40.69602310406184, -73.99022151134336 40.69601844267736, -73.9902181045989 40.69601355980879, -73.99021521964995 40.69600848787689, -73.99021287068989 40.69600325750027, -73.99021107309444 40.695997901999256, -73.99020983869015 40.695992454693815, -73.9902091745707 40.69598694980411, -73.99020908664633 40.695981423351085, -73.9902095737291 40.6959759077531, -73.99025059666546 40.69521715733126, -73.99025098196486 40.695211812821384, -73.99025187245624 40.69520650347425, -73.99025325985382 40.695201255404086, -73.99025513705453 40.695196097426646, -73.99025749695572 40.69519105475563, -73.99026032535573 40.695186154405235, -73.99026360687036 40.69518142068792, -73.99026732729838 40.69517687701579, -73.99027146533972 40.69517254950188, -73.99027599969479 40.69516845885613, -73.99028076593528 40.69516442136005, -73.99028559364733 40.69516073146679, -73.99029104013381 40.6951570587353, -73.99029679656066 40.69515365618348, -73.9903023766261 40.69515076420717, -73.99030907121741 40.69514775435729, -73.99031527353516 40.695145367620334, -73.99032220937443 40.6951431124196, -73.99032797973005 40.69514154331117, -73.99033676948099 40.69513965387348)))",1.195,No,Triangle/Plaza
